Date,Open,High,Low,Close,Volume,Change_%,Trend,Range,Range_%,Gap,Gap_%,RSI_14,MACD,MACD_Signal,MACD_Hist,ROC_10,ATR_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_%B,Volatility_20,OBV,Volume_MA20,Volume_Ratio,VWAP_Cumulative,Lag_1,Lag_2,Lag_3,Lag_5,Return_1,Return_3,Return_5,Rolling_High_10,Rolling_Low_10,Rolling_High_20,Rolling_Low_20,Pct_From_High_20,Pct_From_Low_20
23-04-2025,24357.59961,24359.30078,24119.94922,24328.94922,415000,0.6691,Positive,239.35,0.99,190.35,0.79,67.6972,275.2087,127.7788,147.4299,6.2193,339.32,23354.62,24475.65,22233.6,0.096,0.9346,21.3972,72260900,404305,1.0265,13291.16,24167.25,24125.55,23851.65,23328.55,0.6691,2.0011,4.2883,24359.3,21743.65,24359.3,21743.65,-0.1246,11.8899
22-04-2025,24185.40039,24242.59961,24072.0,24167.25,440900,0.1728,Positive,170.6,0.71,59.85,0.25,65.9713,219.5624,90.9213,128.6411,3.9447,347.01,23297.71,24326.91,22268.5,0.0884,0.9224,21.6372,71845900,399240,1.1043,13286.06,24125.55,23851.65,23437.2,22828.55,0.1728,3.1149,5.8641,24242.6,21743.65,24242.6,21743.65,-0.3108,11.1462
21-04-2025,23949.15039,24189.55078,23903.65039,24125.55078,406100,1.1483,Positive,285.9,1.2,97.5,0.41,65.5303,161.8079,58.761,103.0469,3.3996,360.58,23234.72,24195.25,22274.2,0.0827,0.9637,21.635,71405000,393395,1.0323,13280.69,23851.65,23437.2,23328.55,22399.15,1.1483,3.4164,7.7074,24189.55,21743.65,24189.55,21743.65,-0.2646,10.9545
17-04-2025,23401.84961,23872.34961,23298.55078,23851.65039,505300,1.7683,Positive,573.8,2.46,-35.35,-0.15,62.5719,89.9843,32.9993,56.985,2.9611,362.32,23170.16,24052.94,22287.39,0.0762,0.886,21.8157,70998900,386720,1.3066,13275.78,23437.2,23328.55,22828.55,22535.85,1.7683,4.4817,5.8387,23872.35,21743.65,23872.35,21743.65,-0.0867,9.6948
16-04-2025,23344.09961,23452.19922,23273.05078,23437.19922,348400,0.4657,Positive,179.15,0.77,15.55,0.07,57.4393,24.8904,18.753,6.1374,-0.3493,346.06,23103.02,23972.42,22233.61,0.0753,0.6922,21.1437,70493600,374010,0.9315,13269.89,23328.55,22828.55,22399.15,22161.6,0.4657,4.6343,5.7559,23565.15,21743.65,23869.6,21743.65,-1.8115,7.7887
15-04-2025,23368.34961,23368.34961,23207.0,23328.55078,388300,2.1902,Positive,161.35,0.7,539.8,2.36,55.9695,-16.3564,17.2187,-33.5751,-1.1165,358.9,23051.02,23957.85,22144.18,0.0787,0.653,21.2122,70145200,370965,1.0467,13265.94,22828.55,22399.15,22535.85,22904.45,2.1902,3.5175,1.8516,23649.2,21743.65,23869.6,21743.65,-2.2667,7.289
11-04-2025,22695.40039,22923.90039,22695.40039,22828.55078,402200,1.917,Positive,228.5,1.01,296.25,1.32,48.3468,-57.702,25.6125,-83.3145,-2.8028,344.98,23008.11,23939.23,22077.0,0.0809,0.4036,19.8946,69756900,370035,1.0869,13261.57,22399.15,22535.85,22161.6,23250.1,1.917,3.0095,-1.8131,23649.2,21743.65,23869.6,21743.65,-4.3614,4.9895
09-04-2025,22460.30078,22468.69922,22353.25,22399.15039,383800,-0.6066,Negative,115.45,0.52,-75.55,-0.34,40.0734,-58.7257,46.4411,-105.1668,-5.3636,331.15,22991.58,23946.31,22036.86,0.083,0.1897,18.7004,69354700,367320,1.0449,13257.25,22535.85,22161.6,22904.45,23332.35,-0.6066,-2.2061,-3.9996,23736.5,21743.65,23869.6,21743.65,-6.1603,3.0147
08-04-2025,22446.75,22697.19922,22270.84961,22535.84961,468300,1.6887,Positive,426.35,1.91,285.15,1.29,42.0651,-15.4574,72.7328,-88.1902,-4.7446,342.58,22994.64,23942.12,22047.16,0.0824,0.2579,18.6297,69738500,362825,1.2907,13253.31,22161.6,22904.45,23250.1,23165.7,1.6887,-3.072,-2.7189,23869.6,21743.65,23869.6,21743.65,-5.5877,3.6434
07-04-2025,21758.40039,22254.0,21743.65039,22161.59961,647100,-3.2433,Negative,510.35,2.35,-1146.05,-5.0,33.6863,26.0752,94.7803,-68.7051,-5.0911,327.73,22995.47,23941.37,22049.58,0.0823,0.0592,17.5483,69270200,353900,1.8285,13248.45,22904.45,23250.1,23332.35,23519.35,-3.2433,-5.0177,-5.7729,23869.6,21743.65,23869.6,21743.65,-7.1555,1.9222
04-04-2025,23190.40039,23214.69922,22857.44922,22904.44922,466800,-1.4867,Negative,357.25,1.56,-59.7,-0.26,45.9293,116.812,111.9566,4.8554,-1.2341,263.65,23014.63,23906.15,22123.1,0.0775,0.4382,13.1482,69917300,340150,1.3723,13242.04,23250.1,23332.35,23165.7,23591.95,-1.4867,-1.1277,-2.9141,23869.6,22857.45,23869.6,22245.85,-4.0434,2.9605
03-04-2025,23150.30078,23306.5,23145.80078,23250.09961,283200,-0.3525,Negative,160.7,0.69,-182.05,-0.78,54.4852,155.2904,110.7427,44.5477,1.4951,253.73,22986.27,23924.85,22047.69,0.0817,0.6405,12.1295,70384100,332105,0.8527,13236.92,23332.35,23165.7,23519.35,23486.85,-0.3525,-1.1448,-1.008,23869.6,22973.95,23869.6,22067.8,-2.5954,5.3576
02-04-2025,23192.59961,23350.0,23158.44922,23332.34961,341000,0.7194,Positive,191.55,0.83,26.9,0.12,56.8241,166.9507,99.6058,67.3449,2.1811,258.89,22927.9,23936.21,21919.59,0.088,0.7006,12.0221,70667300,330610,1.0314,13233.74,23165.7,23519.35,23591.95,23668.65,0.7194,-1.1004,-1.4209,23869.6,22807.95,23869.6,21964.6,-2.2508,6.2271
01-04-2025,23341.09961,23565.15039,23136.40039,23165.69922,314300,-1.5037,Negative,428.75,1.85,-178.25,-0.76,53.0306,171.0305,82.7696,88.2609,2.9186,264.07,22867.25,23916.06,21818.43,0.0917,0.6423,11.9419,70326300,327680,0.9592,13229.88,23519.35,23591.95,23486.85,23658.35,-1.5037,-1.3674,-2.0824,23869.6,22599.2,23869.6,21964.6,-2.9489,5.4683
28-03-2025,23600.40039,23649.19922,23450.19922,23519.34961,295400,-0.3077,Negative,199.0,0.85,8.45,0.04,64.1345,190.7181,60.7044,130.0137,5.0102,251.41,22815.2,23902.23,21728.16,0.0953,0.8239,12.7002,70640600,339530,0.87,13226.32,23591.95,23486.85,23668.65,23350.4,-0.3077,-0.6308,0.7235,23869.6,22353.15,23869.6,21964.6,-1.4673,7.0784
27-03-2025,23433.94922,23646.44922,23412.19922,23591.94922,510300,0.4475,Positive,234.25,1.0,-52.9,-0.23,66.8008,177.0645,28.201,148.8635,4.9908,255.44,22766.48,23809.35,21723.61,0.0916,0.8958,12.5822,70936000,339220,1.5043,13222.89,23486.85,23668.65,23658.35,23190.65,0.4475,-0.2807,1.7304,23869.6,22353.15,23869.6,21964.6,-1.1632,7.409
26-03-2025,23700.94922,23736.5,23451.69922,23486.84961,278600,-0.7681,Negative,284.8,1.21,32.3,0.14,64.8356,149.6702,-9.0149,158.6851,4.3957,257.07,22714.26,23688.93,21739.59,0.0858,0.8963,12.5843,70425700,326220,0.854,13216.95,23668.65,23658.35,23350.4,22907.6,-0.7681,0.5844,2.5286,23869.6,22329.55,23869.6,21964.6,-1.6035,6.9305
25-03-2025,23751.5,23869.59961,23601.40039,23668.65039,338200,0.0435,Positive,268.2,1.14,93.15,0.39,71.6478,123.2291,-48.6862,171.9153,5.3799,254.93,22667.59,23577.02,21758.16,0.0802,1.0504,12.9307,70704300,323005,1.047,13213.7,23658.35,23350.4,23190.65,22834.3,0.0435,2.0612,3.6539,23869.6,22314.7,23869.6,21964.6,-0.8419,7.7582
24-03-2025,23515.40039,23708.75,23433.5,23658.34961,311900,1.3188,Positive,275.25,1.17,165.0,0.71,71.4902,69.1776,-91.665,160.8426,4.9034,253.91,22623.95,23412.82,21835.08,0.0697,1.1556,13.1619,70366100,318235,0.9801,13209.7,23350.4,23190.65,22907.6,22508.75,1.3188,3.2773,5.1073,23708.75,22314.7,23708.75,21964.6,-0.2126,7.7113
21-03-2025,23168.25,23402.69922,23132.80078,23350.40039,541000,0.6889,Positive,269.9,1.17,-22.4,-0.1,66.2881,0.2308,-131.8757,132.1065,3.5738,245.88,22586.69,23234.37,21939.01,0.0574,1.0896,12.458,70054200,314680,1.7192,13206.04,23190.65,22907.6,22834.3,22397.2,0.6889,2.2602,4.2559,23402.7,22314.7,23402.7,21964.6,-0.2235,6.3092
20-03-2025,23036.59961,23216.69922,22973.94922,23190.65039,313700,1.2356,Positive,242.75,1.06,129.0,0.56,63.0395,-56.4189,-164.9023,108.4834,3.8203,244.03,22565.81,23135.96,21995.67,0.0505,1.048,12.2637,69513200,297980,1.0528,13199.88,22907.6,22834.3,22508.75,22470.5,1.2356,3.0295,3.2049,23216.7,22245.85,23216.7,21964.6,-0.1122,5.5819
19-03-2025,22874.94922,22940.69922,22807.94922,22907.59961,324000,0.321,Positive,132.75,0.58,40.65,0.18,56.0755,-111.6385,-192.0231,80.3846,3.7357,239.03,22553.55,23078.12,22028.97,0.0465,0.8375,11.4526,69199500,292825,1.1065,13196.36,22834.3,22508.75,22397.2,22497.9,0.321,2.2789,1.8211,22940.7,22067.8,23049.95,21964.6,-0.6176,4.2933
18-03-2025,22662.25,22857.80078,22599.19922,22834.30078,272600,1.4463,Positive,258.6,1.14,153.5,0.68,53.991,-151.6752,-212.1193,60.4441,3.2325,247.2,22556.14,23088.16,22024.12,0.0472,0.7614,11.3996,68875500,286995,0.9498,13192.81,22508.75,22397.2,22470.5,22460.3,1.4463,1.619,1.6652,22857.8,21964.6,23049.95,21964.6,-0.9356,3.9596
17-03-2025,22353.15039,22577.0,22353.15039,22508.75,251100,0.4981,Positive,223.85,1.0,-44.05,-0.2,42.7945,-193.1072,-227.2303,34.1231,1.7358,239.37,22560.89,23104.32,22017.45,0.0482,0.452,10.0917,68602900,286090,0.8777,13189.87,22397.2,22470.5,22497.9,22552.5,0.4981,0.0482,-0.194,22676.75,21964.6,23133.7,21964.6,-2.7015,2.4774
13-03-2025,22541.5,22558.05078,22377.34961,22397.19922,287500,-0.3262,Negative,180.7,0.81,71.0,0.32,37.9934,-210.0337,-235.7611,25.7274,-0.6558,240.56,22587.02,23166.95,22007.09,0.0514,0.3363,9.8344,68351800,286820,1.0024,13187.23,22470.5,22497.9,22460.3,22544.7,-0.3262,-0.2809,-0.6543,22676.75,21964.6,23235.5,21964.6,-3.6078,1.9695
12-03-2025,22536.34961,22577.40039,22329.55078,22470.5,369700,-0.1218,Negative,247.85,1.11,38.45,0.17,40.044,-217.2251,-242.1929,24.9678,-0.3417,245.16,22619.42,23225.16,22013.69,0.0536,0.3771,9.8105,68639300,286430,1.2907,13184.22,22497.9,22460.3,22552.5,22337.3,-0.1218,-0.3636,0.5963,22676.75,21964.6,23235.5,21964.6,-3.2924,2.3033
11-03-2025,22345.94922,22522.09961,22314.69922,22497.90039,347900,0.1674,Positive,207.4,0.93,-114.35,-0.51,40.8086,-230.7077,-248.4348,17.7271,-0.2459,244.96,22649.49,23281.78,22017.2,0.0558,0.3801,10.697,69009000,281345,1.2366,13180.34,22460.3,22552.5,22544.7,22082.65,0.1674,-0.2076,1.8804,22676.75,21964.6,23390.05,21964.6,-3.8142,2.428
10-03-2025,22521.84961,22676.75,22429.05078,22460.30078,293900,-0.4088,Negative,247.7,1.1,-30.65,-0.14,39.3327,-247.3505,-252.8666,5.5161,-1.4722,247.85,22693.67,23396.94,21990.41,0.062,0.3341,10.7891,68661100,275660,1.0662,13176.69,22552.5,22544.7,22337.3,22119.3,-0.4088,0.5506,1.5416,22676.75,21964.6,23568.6,21964.6,-4.7024,2.2568
07-03-2025,22508.65039,22633.80078,22464.75,22552.5,289800,0.0346,Positive,169.05,0.75,-36.05,-0.16,41.7002,-261.1666,-254.2457,-6.9209,-1.574,247.86,22748.66,23537.13,21960.18,0.0693,0.3756,10.7715,68955000,279370,1.0373,13173.58,22544.7,22337.3,22082.65,22124.7,0.0346,2.1277,1.9336,22921.0,21964.6,23694.5,21964.6,-4.8197,2.6766
06-03-2025,22476.34961,22556.44922,22245.84961,22544.69922,372100,0.9285,Positive,310.6,1.4,139.05,0.62,41.4232,-284.3898,-252.5154,-31.8744,-1.6928,253.92,22801.2,23666.67,21935.72,0.0759,0.3518,10.7403,68665200,280230,1.3278,13170.51,22337.3,22082.65,22119.3,22545.05,0.9285,1.9232,-0.0016,22923.85,21964.6,23773.55,21964.6,-5.169,2.6411
05-03-2025,22073.05078,22394.90039,22067.80078,22337.30078,305900,1.1532,Positive,327.1,1.48,-9.6,-0.04,33.6387,-309.1002,-244.5468,-64.5534,-2.6498,249.56,22858.78,23798.39,21919.17,0.0822,0.2225,9.8156,68293100,274975,1.1125,13166.6,22082.65,22119.3,22124.7,22547.55,1.1532,0.9609,-0.9325,23049.95,21964.6,23807.3,21964.6,-6.1746,1.6968
04-03-2025,21974.44922,22105.05078,21964.59961,22082.65039,253300,-0.1657,Negative,140.45,0.64,-144.85,-0.65,21.7884,-315.0267,-228.4085,-86.6182,-3.8191,243.6,22928.88,23910.65,21947.1,0.0856,0.069,10.8022,67987200,278515,0.9095,13163.44,22119.3,22124.7,22545.05,22553.35,-0.1657,-2.051,-2.087,23049.95,21964.6,23807.3,21964.6,-7.2442,0.5375
03-03-2025,22194.55078,22261.55078,22004.69922,22119.30078,282400,-0.0244,Negative,256.85,1.17,69.85,0.32,22.3211,-292.0808,-206.7539,-85.3269,-3.5324,250.43,22992.8,23910.22,22075.37,0.0798,0.0239,10.8243,68240500,282335,1.0002,13160.89,22124.7,22545.05,22547.55,22795.9,-0.0244,-1.8993,-2.9681,23049.95,22004.7,23807.3,22004.7,-7.0903,0.5208
28-02-2025,22433.40039,22450.34961,22104.84961,22124.69922,551300,-1.8645,Negative,345.5,1.56,-111.65,-0.5,22.396,-262.2767,-185.4222,-76.8545,-3.9368,249.94,23060.94,23908.52,22213.36,0.0735,-0.0523,10.7993,68522900,282265,1.9531,13158.02,22545.05,22547.55,22553.35,22913.15,-1.8645,-1.9006,-3.441,23133.7,22104.85,23807.3,22104.85,-7.0676,0.0898
27-02-2025,22568.94922,22613.30078,22508.40039,22545.05078,289200,-0.0111,Negative,104.9,0.47,21.4,0.09,29.5692,-220.9706,-166.2086,-54.762,-2.1705,235.31,23130.12,23881.11,22379.14,0.0649,0.1105,10.1998,69074200,269945,1.0713,13152.34,22547.55,22553.35,22795.9,22932.9,-0.0111,-1.1004,-1.6912,23235.5,22508.4,23807.3,22508.4,-5.3019,0.1628
25-02-2025,22516.44922,22625.30078,22513.90039,22547.55078,250300,-0.0257,Negative,111.4,0.49,-36.9,-0.16,29.6216,-207.8343,-152.5181,-55.3162,-2.2723,245.34,23165.35,23867.77,22462.92,0.0606,0.0602,10.3605,69363400,273580,0.9149,13149.26,22553.35,22795.9,22913.15,22945.3,-0.0257,-1.5956,-1.7335,23235.5,22513.9,23807.3,22513.9,-5.2914,0.1495
24-02-2025,22609.34961,22668.05078,22518.80078,22553.34961,214300,-1.064,Negative,149.25,0.66,-186.55,-0.82,29.7351,-188.2991,-138.689,-49.6101,-3.5423,255.64,23196.12,23838.99,22553.25,0.0554,0.0001,10.9827,69613700,272380,0.7868,13146.58,22795.9,22913.15,22932.9,22959.5,-1.064,-1.655,-1.769,23390.05,22518.8,23807.3,22518.8,-5.2671,0.1534
21-02-2025,22857.19922,22921.0,22720.30078,22795.90039,242800,-0.5117,Negative,200.7,0.88,-55.95,-0.24,34.9332,-161.2166,-126.2865,-34.9301,-3.243,253.99,23216.32,23799.78,22632.85,0.0503,0.1397,10.5675,69828000,279760,0.8679,13144.29,22913.15,22932.9,22945.3,22929.25,-0.5117,-0.6511,-0.5816,23568.6,22720.3,23807.3,22720.3,-4.2483,0.3327
20-02-2025,22821.09961,22923.84961,22812.75,22913.15039,240800,-0.0861,Negative,111.1,0.49,-111.8,-0.49,37.9078,-149.0005,-117.5539,-31.4466,-2.9242,258.09,23217.98,23796.82,22639.15,0.0499,0.2367,11.1894,70070800,280490,0.8585,13141.62,22932.9,22945.3,22959.5,23031.4,-0.0861,-0.2019,-0.5134,23694.5,22725.45,23807.3,22725.45,-3.7558,0.8259
19-02-2025,22847.25,23049.94922,22814.84961,22932.90039,207000,-0.054,Negative,235.1,1.03,-98.05,-0.43,38.4195,-143.1794,-109.6923,-33.4871,-3.2216,268.7,23226.93,23792.01,22661.86,0.0487,0.2398,11.3026,70311600,281665,0.7349,13138.96,22945.3,22959.5,22929.25,23045.25,-0.054,0.0159,-0.4875,23773.55,22725.45,23807.3,22725.45,-3.6728,0.9129
18-02-2025,22963.65039,22992.5,22801.5,22945.30078,210600,-0.0618,Negative,191.0,0.84,4.15,0.02,38.7243,-135.6778,-101.3205,-34.3573,-3.3445,271.28,23240.56,23789.53,22691.58,0.0472,0.2311,11.3447,70518600,285095,0.7387,13136.65,22959.5,22929.25,23031.4,23071.8,-0.0618,-0.3738,-0.5483,23807.3,22725.45,23807.3,22725.45,-3.6207,0.9674
17-02-2025,22809.90039,22974.19922,22725.44922,22959.5,207400,0.1319,Positive,248.75,1.09,-119.35,-0.52,39.0537,-125.3921,-92.7312,-32.6609,-1.7189,277.46,23251.06,23784.86,22717.26,0.0459,0.2269,11.5498,70729200,288365,0.7192,13134.31,22929.25,23031.4,23045.25,23381.6,0.1319,-0.3721,-1.8053,23807.3,22725.45,23807.3,22725.45,-3.5611,1.0299
14-02-2025,23096.44922,23133.69922,22774.84961,22929.25,254500,-0.4435,Negative,358.85,1.58,65.05,0.28,38.0106,-111.8856,-84.566,-27.3196,-2.3546,279.67,23254.32,23781.72,22726.91,0.0454,0.1918,12.5046,70521800,293640,0.8667,13132.01,23031.4,23045.25,23071.8,23559.95,-0.4435,-0.6179,-2.677,23807.3,22774.85,23807.3,22774.85,-3.6882,0.6779
13-02-2025,23055.75,23235.5,22992.19922,23031.40039,265700,-0.0601,Negative,243.3,1.06,10.5,0.05,40.1662,-89.939,-77.7361,-12.2029,-2.0291,273.58,23275.09,23781.97,22768.21,0.0436,0.2596,12.6658,70776300,295990,0.8977,13129.17,23045.25,23071.8,23381.6,23603.35,-0.0601,-1.4978,-2.4232,23807.3,22798.35,23807.3,22786.9,-3.2591,1.073
12-02-2025,23050.80078,23144.69922,22798.34961,23045.25,279700,-0.1151,Negative,346.35,1.52,-21.0,-0.09,40.455,-71.0198,-74.6853,3.6655,-0.8785,275.9,23283.68,23779.45,22787.91,0.0426,0.2595,12.7576,71042000,296350,0.9438,13126.16,23071.8,23381.6,23559.95,23696.3,-0.1151,-2.1846,-2.7475,23807.3,22798.35,23807.3,22786.9,-3.2009,1.1338
11-02-2025,23383.55078,23390.05078,22986.65039,23071.80078,268000,-1.325,Negative,403.4,1.75,1.95,0.01,40.9796,-47.2491,-75.6017,28.3526,-0.3942,270.49,23297.01,23780.61,22813.41,0.0415,0.2672,12.8683,71321700,297335,0.9013,13123.02,23381.6,23559.95,23603.35,23739.25,-1.325,-2.252,-2.8116,23807.3,22986.65,23807.3,22786.9,-3.0894,1.2503
10-02-2025,23543.80078,23568.59961,23316.30078,23381.59961,234200,-0.757,Negative,252.3,1.08,-16.15,-0.07,47.6779,-18.9251,-82.6899,63.7648,1.8484,260.26,23304.08,23778.35,22829.81,0.0407,0.5817,11.9192,71589700,295335,0.793,13119.96,23559.95,23603.35,23696.3,23361.05,-0.757,-1.3281,0.088,23807.3,22976.5,23807.3,22786.9,-1.7881,2.6098
